mode,arm_id,scenario_id,seed,attempt,json_valid,parse_valid,precision,recall,f1,closed_profile_jaccard,status_agreement,latency_ms,report_signature,predicted_status,expected_status,diagnostic_signature_agreement,closed_profile_signature_hash,cgt_diagnostic_signature_hash,expected_cgt_diagnostic_signature_hash,declared_component_count,declared_components,run_may_available,run_must_available
llm_extraction,schema_guided_dossier,vague_ai_claim,103,1,1,1,1.0,0.916667,0.956522,0.916667,1,3475.991,no_declared_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,64f1a27377575516187c1a893b104a27fa51658348920b661c010576abbe767f,a9989e094d63d180f6e9551b6da3d85c75ec6b9cfe59dba996a1cf468d609a40,0,[],,
llm_extraction,schema_guided_dossier,vague_ai_claim,104,1,1,1,1.0,0.916667,0.956522,0.916667,1,3476.323,no_declared_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,64f1a27377575516187c1a893b104a27fa51658348920b661c010576abbe767f,a9989e094d63d180f6e9551b6da3d85c75ec6b9cfe59dba996a1cf468d609a40,0,[],,
llm_extraction,schema_guided_dossier,vague_ai_claim,105,1,1,1,1.0,0.916667,0.956522,0.916667,1,3456.418,no_declared_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,64f1a27377575516187c1a893b104a27fa51658348920b661c010576abbe767f,a9989e094d63d180f6e9551b6da3d85c75ec6b9cfe59dba996a1cf468d609a40,0,[],,
llm_extraction,schema_guided_component_slots,vague_ai_claim,101,1,1,1,1.0,0.916667,0.956522,0.916667,1,46428.078,no_declared_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,64f1a27377575516187c1a893b104a27fa51658348920b661c010576abbe767f,a9989e094d63d180f6e9551b6da3d85c75ec6b9cfe59dba996a1cf468d609a40,0,[],,
llm_extraction,schema_guided_component_slots,vague_ai_claim,102,1,1,1,1.0,0.916667,0.956522,0.916667,1,48818.739,no_declared_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,64f1a27377575516187c1a893b104a27fa51658348920b661c010576abbe767f,a9989e094d63d180f6e9551b6da3d85c75ec6b9cfe59dba996a1cf468d609a40,0,[],,
llm_extraction,schema_guided_component_slots,vague_ai_claim,103,1,1,1,1.0,0.916667,0.956522,0.916667,1,58346.059,no_declared_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,64f1a27377575516187c1a893b104a27fa51658348920b661c010576abbe767f,a9989e094d63d180f6e9551b6da3d85c75ec6b9cfe59dba996a1cf468d609a40,0,[],,
llm_extraction,schema_guided_component_slots,vague_ai_claim,104,1,1,1,1.0,0.916667,0.956522,0.916667,1,60406.734,no_declared_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,64f1a27377575516187c1a893b104a27fa51658348920b661c010576abbe767f,a9989e094d63d180f6e9551b6da3d85c75ec6b9cfe59dba996a1cf468d609a40,0,[],,
llm_extraction,schema_guided_component_slots,vague_ai_claim,105,1,1,1,1.0,0.916667,0.956522,0.916667,1,57904.036,no_declared_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,64f1a27377575516187c1a893b104a27fa51658348920b661c010576abbe767f,a9989e094d63d180f6e9551b6da3d85c75ec6b9cfe59dba996a1cf468d609a40,0,[],,
llm_extraction,minimal_text,benchmark_claim,101,1,1,1,0.0,0.0,0.0,0.0,0,10188.809,accuracy_0.90,unformed,well_typed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,df632b565098f06aaee3bf47b775b1743572de11239590bd2b2eab041fa9f4d4,e89bddb0592bf1f8724394edfda3dda68c2c8fbdba90a671acc295847f404231,0,[],,
llm_extraction,minimal_text,benchmark_claim,102,1,1,1,0.0,0.0,0.0,0.0,0,5372.293,accuracy_0.90,unformed,well_typed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,df632b565098f06aaee3bf47b775b1743572de11239590bd2b2eab041fa9f4d4,e89bddb0592bf1f8724394edfda3dda68c2c8fbdba90a671acc295847f404231,0,[],,
llm_extraction,minimal_text,benchmark_claim,103,1,1,1,0.0,0.0,0.0,0.0,0,5396.052,accuracy_0.90,unformed,well_typed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,df632b565098f06aaee3bf47b775b1743572de11239590bd2b2eab041fa9f4d4,e89bddb0592bf1f8724394edfda3dda68c2c8fbdba90a671acc295847f404231,0,[],,
llm_extraction,minimal_text,benchmark_claim,104,1,1,1,0.0,0.0,0.0,0.0,0,5401.844,accuracy_0.90,unformed,well_typed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,df632b565098f06aaee3bf47b775b1743572de11239590bd2b2eab041fa9f4d4,e89bddb0592bf1f8724394edfda3dda68c2c8fbdba90a671acc295847f404231,0,[],,
llm_extraction,minimal_text,benchmark_claim,105,1,1,1,0.0,0.0,0.0,0.0,0,5391.296,accuracy_0.90,unformed,well_typed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,df632b565098f06aaee3bf47b775b1743572de11239590bd2b2eab041fa9f4d4,e89bddb0592bf1f8724394edfda3dda68c2c8fbdba90a671acc295847f404231,0,[],,
llm_extraction,report_only,benchmark_claim,101,1,1,1,0.0,0.0,0.0,0.0,0,12893.09,accuracy_0.90,unformed,well_typed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,df632b565098f06aaee3bf47b775b1743572de11239590bd2b2eab041fa9f4d4,e89bddb0592bf1f8724394edfda3dda68c2c8fbdba90a671acc295847f404231,0,[],,
llm_extraction,report_only,benchmark_claim,102,1,1,1,0.0,0.0,0.0,0.0,0,7077.883,accuracy_0.90,unformed,well_typed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,df632b565098f06aaee3bf47b775b1743572de11239590bd2b2eab041fa9f4d4,e89bddb0592bf1f8724394edfda3dda68c2c8fbdba90a671acc295847f404231,0,[],,
llm_extraction,report_only,benchmark_claim,103,1,1,1,0.0,0.0,0.0,0.0,0,7038.421,accuracy_0.90,unformed,well_typed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,df632b565098f06aaee3bf47b775b1743572de11239590bd2b2eab041fa9f4d4,e89bddb0592bf1f8724394edfda3dda68c2c8fbdba90a671acc295847f404231,0,[],,
llm_extraction,report_only,benchmark_claim,104,1,1,1,0.0,0.0,0.0,0.0,0,7071.373,accuracy_0.90,unformed,well_typed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,df632b565098f06aaee3bf47b775b1743572de11239590bd2b2eab041fa9f4d4,e89bddb0592bf1f8724394edfda3dda68c2c8fbdba90a671acc295847f404231,0,[],,
llm_extraction,report_only,benchmark_claim,105,1,1,1,0.0,0.0,0.0,0.0,0,7084.298,accuracy_0.90,unformed,well_typed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,df632b565098f06aaee3bf47b775b1743572de11239590bd2b2eab041fa9f4d4,e89bddb0592bf1f8724394edfda3dda68c2c8fbdba90a671acc295847f404231,0,[],,
llm_extraction,schema_guided_dossier,benchmark_claim,101,1,1,1,0.0,0.0,0.0,0.0,0,19893.707,accuracy_0.90,unformed,well_typed,0,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,d7b9656f48c3d4a266d1d754c79698752e736a228ce02a9c9c6038cb7a7af149,e89bddb0592bf1f8724394edfda3dda68c2c8fbdba90a671acc295847f404231,3,"[""frame"",""system"",""verifier""]",,
llm_extraction,schema_guided_dossier,benchmark_claim,102,1,1,1,0.0,0.0,0.0,0.0,0,10780.276,accuracy_0.90,unformed,well_typed,0,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,d7b9656f48c3d4a266d1d754c79698752e736a228ce02a9c9c6038cb7a7af149,e89bddb0592bf1f8724394edfda3dda68c2c8fbdba90a671acc295847f404231,3,"[""frame"",""system"",""verifier""]",,
llm_extraction,schema_guided_dossier,benchmark_claim,103,1,1,1,0.0,0.0,0.0,0.0,0,10761.911,accuracy_0.90,unformed,well_typed,0,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,d7b9656f48c3d4a266d1d754c79698752e736a228ce02a9c9c6038cb7a7af149,e89bddb0592bf1f8724394edfda3dda68c2c8fbdba90a671acc295847f404231,3,"[""frame"",""system"",""verifier""]",,
llm_extraction,schema_guided_dossier,benchmark_claim,104,1,1,1,0.0,0.0,0.0,0.0,0,10733.052,accuracy_0.90,unformed,well_typed,0,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,d7b9656f48c3d4a266d1d754c79698752e736a228ce02a9c9c6038cb7a7af149,e89bddb0592bf1f8724394edfda3dda68c2c8fbdba90a671acc295847f404231,3,"[""frame"",""system"",""verifier""]",,
llm_extraction,schema_guided_dossier,benchmark_claim,105,1,1,1,0.0,0.0,0.0,0.0,0,10763.625,accuracy_0.90,unformed,well_typed,0,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,d7b9656f48c3d4a266d1d754c79698752e736a228ce02a9c9c6038cb7a7af149,e89bddb0592bf1f8724394edfda3dda68c2c8fbdba90a671acc295847f404231,3,"[""frame"",""system"",""verifier""]",,
llm_extraction,schema_guided_component_slots,benchmark_claim,101,1,1,1,0.0,0.0,0.0,0.0,0,68591.563,accuracy_0.90,unformed,well_typed,0,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,d7b9656f48c3d4a266d1d754c79698752e736a228ce02a9c9c6038cb7a7af149,e89bddb0592bf1f8724394edfda3dda68c2c8fbdba90a671acc295847f404231,3,"[""frame"",""system"",""verifier""]",,
llm_extraction,schema_guided_component_slots,benchmark_claim,102,1,1,1,0.0,0.0,0.0,0.0,0,58968.317,accuracy_0.90,unformed,well_typed,0,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,d7b9656f48c3d4a266d1d754c79698752e736a228ce02a9c9c6038cb7a7af149,e89bddb0592bf1f8724394edfda3dda68c2c8fbdba90a671acc295847f404231,3,"[""frame"",""system"",""verifier""]",,
llm_extraction,schema_guided_component_slots,benchmark_claim,103,1,1,1,0.0,0.0,0.0,0.0,0,59108.423,accuracy_0.90,unformed,well_typed,0,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,d7b9656f48c3d4a266d1d754c79698752e736a228ce02a9c9c6038cb7a7af149,e89bddb0592bf1f8724394edfda3dda68c2c8fbdba90a671acc295847f404231,3,"[""frame"",""system"",""verifier""]",,
llm_extraction,schema_guided_component_slots,benchmark_claim,104,1,1,1,0.0,0.0,0.0,0.0,0,60971.4,accuracy_0.90,unformed,well_typed,0,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,d7b9656f48c3d4a266d1d754c79698752e736a228ce02a9c9c6038cb7a7af149,e89bddb0592bf1f8724394edfda3dda68c2c8fbdba90a671acc295847f404231,3,"[""frame"",""system"",""verifier""]",,
llm_extraction,schema_guided_component_slots,benchmark_claim,105,1,1,1,0.0,0.0,0.0,0.0,0,59037.14,accuracy_0.90,unformed,well_typed,0,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,d7b9656f48c3d4a266d1d754c79698752e736a228ce02a9c9c6038cb7a7af149,e89bddb0592bf1f8724394edfda3dda68c2c8fbdba90a671acc295847f404231,3,"[""frame"",""system"",""verifier""]",,
llm_extraction,minimal_text,unobservable_claim,101,1,1,1,0.818182,1.0,0.9,0.818182,1,10719.564,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,dbfc26355b32b031bc3f02ca2693898724b7f59051c8c1bbe1ff8f5a57be7292,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,0,[],,
llm_extraction,minimal_text,unobservable_claim,102,1,1,1,0.818182,1.0,0.9,0.818182,1,5505.626,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,dbfc26355b32b031bc3f02ca2693898724b7f59051c8c1bbe1ff8f5a57be7292,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,0,[],,
llm_extraction,minimal_text,unobservable_claim,103,1,1,1,0.818182,1.0,0.9,0.818182,1,5485.516,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,dbfc26355b32b031bc3f02ca2693898724b7f59051c8c1bbe1ff8f5a57be7292,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,0,[],,
llm_extraction,minimal_text,unobservable_claim,104,1,1,1,0.818182,1.0,0.9,0.818182,1,5451.442,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,dbfc26355b32b031bc3f02ca2693898724b7f59051c8c1bbe1ff8f5a57be7292,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,0,[],,
llm_extraction,minimal_text,unobservable_claim,105,1,1,1,0.818182,1.0,0.9,0.818182,1,5475.51,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,dbfc26355b32b031bc3f02ca2693898724b7f59051c8c1bbe1ff8f5a57be7292,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,0,[],,
llm_extraction,report_only,unobservable_claim,101,1,1,1,0.818182,1.0,0.9,0.818182,1,11292.449,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,dbfc26355b32b031bc3f02ca2693898724b7f59051c8c1bbe1ff8f5a57be7292,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,0,[],,
llm_extraction,report_only,unobservable_claim,102,1,1,1,0.818182,1.0,0.9,0.818182,1,5472.124,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,dbfc26355b32b031bc3f02ca2693898724b7f59051c8c1bbe1ff8f5a57be7292,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,0,[],,
llm_extraction,report_only,unobservable_claim,103,1,1,1,0.818182,1.0,0.9,0.818182,1,5486.738,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,dbfc26355b32b031bc3f02ca2693898724b7f59051c8c1bbe1ff8f5a57be7292,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,0,[],,
llm_extraction,report_only,unobservable_claim,104,1,1,1,0.818182,1.0,0.9,0.818182,1,5478.084,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,dbfc26355b32b031bc3f02ca2693898724b7f59051c8c1bbe1ff8f5a57be7292,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,0,[],,
llm_extraction,report_only,unobservable_claim,105,1,1,1,0.818182,1.0,0.9,0.818182,1,5949.648,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,dbfc26355b32b031bc3f02ca2693898724b7f59051c8c1bbe1ff8f5a57be7292,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,0,[],,
llm_extraction,schema_guided_dossier,unobservable_claim,101,1,1,1,0.818182,1.0,0.9,0.818182,1,15808.144,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,dbfc26355b32b031bc3f02ca2693898724b7f59051c8c1bbe1ff8f5a57be7292,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,0,[],,
llm_extraction,schema_guided_dossier,unobservable_claim,102,1,1,1,0.818182,1.0,0.9,0.818182,1,9620.772,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,dbfc26355b32b031bc3f02ca2693898724b7f59051c8c1bbe1ff8f5a57be7292,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,0,[],,
llm_extraction,schema_guided_dossier,unobservable_claim,103,1,1,1,0.818182,1.0,0.9,0.818182,1,9662.466,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,dbfc26355b32b031bc3f02ca2693898724b7f59051c8c1bbe1ff8f5a57be7292,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,0,[],,
llm_extraction,schema_guided_dossier,unobservable_claim,104,1,1,1,0.818182,1.0,0.9,0.818182,1,9641.477,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,dbfc26355b32b031bc3f02ca2693898724b7f59051c8c1bbe1ff8f5a57be7292,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,0,[],,
llm_extraction,schema_guided_dossier,unobservable_claim,105,1,1,1,0.818182,1.0,0.9,0.818182,1,9568.237,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,dbfc26355b32b031bc3f02ca2693898724b7f59051c8c1bbe1ff8f5a57be7292,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,0,[],,
llm_extraction,schema_guided_component_slots,unobservable_claim,101,1,1,1,1.0,1.0,1.0,1.0,1,23314.426,no_observable_report,unformed,unformed,1,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,2,"[""frame"",""system""]",,
llm_extraction,schema_guided_component_slots,unobservable_claim,102,1,1,1,1.0,1.0,1.0,1.0,1,16431.753,no_observable_report,unformed,unformed,1,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,2,"[""frame"",""system""]",,
llm_extraction,schema_guided_component_slots,unobservable_claim,103,1,1,1,1.0,1.0,1.0,1.0,1,16431.124,no_observable_report,unformed,unformed,1,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,2,"[""frame"",""system""]",,
llm_extraction,schema_guided_component_slots,unobservable_claim,104,1,1,1,1.0,1.0,1.0,1.0,1,16494.415,no_observable_report,unformed,unformed,1,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,2,"[""frame"",""system""]",,
llm_extraction,schema_guided_component_slots,unobservable_claim,105,1,1,1,1.0,1.0,1.0,1.0,1,16440.636,no_observable_report,unformed,unformed,1,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,95ccb3652524c3f9d3bba2840faeb9e6b12b73e788d4cd1299997d2cd1f383fc,2,"[""frame"",""system""]",,
llm_extraction,minimal_text,verifier_failure_incoherence,101,1,1,1,0.0,0.0,0.0,0.0,0,10980.275,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e6c9fb62c3f9b205981922fd82aab51666d6f92df62727ec6d1ee9a2efedc535,352ba702e954cb92497865457349f2b930b39087169dbc92693bc6eeed76e9f1,0,[],,
llm_extraction,minimal_text,verifier_failure_incoherence,102,1,1,1,0.0,0.0,0.0,0.0,0,5764.185,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e6c9fb62c3f9b205981922fd82aab51666d6f92df62727ec6d1ee9a2efedc535,352ba702e954cb92497865457349f2b930b39087169dbc92693bc6eeed76e9f1,0,[],,
llm_extraction,minimal_text,verifier_failure_incoherence,103,1,1,1,0.0,0.0,0.0,0.0,0,5718.182,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e6c9fb62c3f9b205981922fd82aab51666d6f92df62727ec6d1ee9a2efedc535,352ba702e954cb92497865457349f2b930b39087169dbc92693bc6eeed76e9f1,0,[],,
llm_extraction,minimal_text,verifier_failure_incoherence,104,1,1,1,0.0,0.0,0.0,0.0,0,5865.143,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e6c9fb62c3f9b205981922fd82aab51666d6f92df62727ec6d1ee9a2efedc535,352ba702e954cb92497865457349f2b930b39087169dbc92693bc6eeed76e9f1,0,[],,
llm_extraction,minimal_text,verifier_failure_incoherence,105,1,1,1,0.0,0.0,0.0,0.0,0,5876.008,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e6c9fb62c3f9b205981922fd82aab51666d6f92df62727ec6d1ee9a2efedc535,352ba702e954cb92497865457349f2b930b39087169dbc92693bc6eeed76e9f1,0,[],,
llm_extraction,report_only,verifier_failure_incoherence,101,1,1,1,0.0,0.0,0.0,0.0,0,12964.285,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e6c9fb62c3f9b205981922fd82aab51666d6f92df62727ec6d1ee9a2efedc535,352ba702e954cb92497865457349f2b930b39087169dbc92693bc6eeed76e9f1,0,[],,
