mode,scenario_id,seed,json_valid,parse_valid,precision,recall,f1,closed_profile_jaccard,status_agreement,latency_ms,predicted_status,expected_status,diagnostic_signature_agreement,cgt_diagnostic_signature_hash,expected_cgt_diagnostic_signature_hash,run_may_available,run_must_available
llm_extraction,verifier_failure_incoherence,101,1,1,0.0,0.0,0.0,0.0,0,15982.71,unformed,blocked,0,e78d4a8bb74c6ab790648c83b72c60e4b594d7f461a3e029d7502bc10c01bcd2,e89f29532ab65b0d7e6aeaeed197593b06f13f4f7eb60bb0079365582e2f39d0,,
llm_extraction,verifier_failure_incoherence,102,1,1,0.0,0.0,0.0,0.0,0,6520.161,unformed,blocked,0,e78d4a8bb74c6ab790648c83b72c60e4b594d7f461a3e029d7502bc10c01bcd2,e89f29532ab65b0d7e6aeaeed197593b06f13f4f7eb60bb0079365582e2f39d0,,
llm_extraction,verifier_failure_incoherence,103,1,1,0.0,0.0,0.0,0.0,0,6798.333,unformed,blocked,0,e78d4a8bb74c6ab790648c83b72c60e4b594d7f461a3e029d7502bc10c01bcd2,e89f29532ab65b0d7e6aeaeed197593b06f13f4f7eb60bb0079365582e2f39d0,,
llm_extraction,verifier_failure_incoherence,104,1,1,0.0,0.0,0.0,0.0,0,6845.587,unformed,blocked,0,e78d4a8bb74c6ab790648c83b72c60e4b594d7f461a3e029d7502bc10c01bcd2,e89f29532ab65b0d7e6aeaeed197593b06f13f4f7eb60bb0079365582e2f39d0,,
llm_extraction,verifier_failure_incoherence,105,1,1,0.0,0.0,0.0,0.0,0,6568.848,unformed,blocked,0,e78d4a8bb74c6ab790648c83b72c60e4b594d7f461a3e029d7502bc10c01bcd2,e89f29532ab65b0d7e6aeaeed197593b06f13f4f7eb60bb0079365582e2f39d0,,
llm_extraction,missing_reproduction_protocol,101,1,1,0.090909,1.0,0.166667,0.090909,0,16962.344,unformed,partial,0,5766561127191b432d96cf0b6623f4484b037c59717a747b27624e9256d6de4b,4bad87f983423c33acb01fa8fd161512def4325098ef2993de0ed692fca44911,,
llm_extraction,missing_reproduction_protocol,102,1,1,0.090909,1.0,0.166667,0.090909,0,6997.729,unformed,partial,0,5766561127191b432d96cf0b6623f4484b037c59717a747b27624e9256d6de4b,4bad87f983423c33acb01fa8fd161512def4325098ef2993de0ed692fca44911,,
llm_extraction,missing_reproduction_protocol,103,1,1,0.090909,1.0,0.166667,0.090909,0,6943.401,unformed,partial,0,5766561127191b432d96cf0b6623f4484b037c59717a747b27624e9256d6de4b,4bad87f983423c33acb01fa8fd161512def4325098ef2993de0ed692fca44911,,
llm_extraction,missing_reproduction_protocol,104,1,1,0.090909,1.0,0.166667,0.090909,0,6961.542,unformed,partial,0,5766561127191b432d96cf0b6623f4484b037c59717a747b27624e9256d6de4b,4bad87f983423c33acb01fa8fd161512def4325098ef2993de0ed692fca44911,,
llm_extraction,missing_reproduction_protocol,105,1,1,0.090909,1.0,0.166667,0.090909,0,7508.737,unformed,partial,0,5766561127191b432d96cf0b6623f4484b037c59717a747b27624e9256d6de4b,4bad87f983423c33acb01fa8fd161512def4325098ef2993de0ed692fca44911,,
llm_extraction,strict_reproduction_protocol,101,1,1,0.0,0.0,0.0,0.0,0,19187.197,unformed,reproducibly_available,0,5766561127191b432d96cf0b6623f4484b037c59717a747b27624e9256d6de4b,8ea4fdfaf9ab0e42ecc257edf61f7ecba12d7bbeeb1087ff363df13baa16bb85,,
llm_extraction,strict_reproduction_protocol,102,1,1,0.0,0.0,0.0,0.0,0,7946.187,unformed,reproducibly_available,0,5766561127191b432d96cf0b6623f4484b037c59717a747b27624e9256d6de4b,8ea4fdfaf9ab0e42ecc257edf61f7ecba12d7bbeeb1087ff363df13baa16bb85,,
llm_extraction,strict_reproduction_protocol,103,1,1,0.0,0.0,0.0,0.0,0,7970.572,unformed,reproducibly_available,0,5766561127191b432d96cf0b6623f4484b037c59717a747b27624e9256d6de4b,8ea4fdfaf9ab0e42ecc257edf61f7ecba12d7bbeeb1087ff363df13baa16bb85,,
llm_extraction,strict_reproduction_protocol,104,1,1,0.0,0.0,0.0,0.0,0,8418.48,unformed,reproducibly_available,0,5766561127191b432d96cf0b6623f4484b037c59717a747b27624e9256d6de4b,8ea4fdfaf9ab0e42ecc257edf61f7ecba12d7bbeeb1087ff363df13baa16bb85,,
llm_extraction,strict_reproduction_protocol,105,1,1,0.0,0.0,0.0,0.0,0,8152.351,unformed,reproducibly_available,0,5766561127191b432d96cf0b6623f4484b037c59717a747b27624e9256d6de4b,8ea4fdfaf9ab0e42ecc257edf61f7ecba12d7bbeeb1087ff363df13baa16bb85,,
llm_extraction,same_report_continuation_low,101,1,1,0.0,0.0,0.0,0.0,0,17672.188,unformed,continuation_sensitive,0,2c99860f7661814587ad5fa29d5ad00e116213344092911cf813c99f6b642ab7,c268c0a2cca7c4e3b2efeacd46ded00caccd6ad889e837b21dcc07e999651ea6,,
llm_extraction,same_report_continuation_low,102,1,1,0.0,0.0,0.0,0.0,0,7332.038,unformed,continuation_sensitive,0,2c99860f7661814587ad5fa29d5ad00e116213344092911cf813c99f6b642ab7,c268c0a2cca7c4e3b2efeacd46ded00caccd6ad889e837b21dcc07e999651ea6,,
llm_extraction,same_report_continuation_low,103,1,1,0.0,0.0,0.0,0.0,0,7001.39,unformed,continuation_sensitive,0,2c99860f7661814587ad5fa29d5ad00e116213344092911cf813c99f6b642ab7,c268c0a2cca7c4e3b2efeacd46ded00caccd6ad889e837b21dcc07e999651ea6,,
llm_extraction,same_report_continuation_low,104,1,1,0.0,0.0,0.0,0.0,0,6993.062,unformed,continuation_sensitive,0,2c99860f7661814587ad5fa29d5ad00e116213344092911cf813c99f6b642ab7,c268c0a2cca7c4e3b2efeacd46ded00caccd6ad889e837b21dcc07e999651ea6,,
llm_extraction,same_report_continuation_low,105,1,1,0.0,0.0,0.0,0.0,0,7124.649,unformed,continuation_sensitive,0,2c99860f7661814587ad5fa29d5ad00e116213344092911cf813c99f6b642ab7,c268c0a2cca7c4e3b2efeacd46ded00caccd6ad889e837b21dcc07e999651ea6,,
llm_extraction,same_report_continuation_high,101,1,1,0.0,0.0,0.0,0.0,0,16467.566,unformed,continuation_sensitive,0,2c99860f7661814587ad5fa29d5ad00e116213344092911cf813c99f6b642ab7,2cc94a0e218a64a12c98e55f4a497075de2cdc16b52dc7c7e80bb2fecae2e1a8,,
llm_extraction,same_report_continuation_high,102,1,1,0.0,0.0,0.0,0.0,0,7097.497,unformed,continuation_sensitive,0,2c99860f7661814587ad5fa29d5ad00e116213344092911cf813c99f6b642ab7,2cc94a0e218a64a12c98e55f4a497075de2cdc16b52dc7c7e80bb2fecae2e1a8,,
llm_extraction,same_report_continuation_high,103,1,1,0.0,0.0,0.0,0.0,0,7095.486,unformed,continuation_sensitive,0,2c99860f7661814587ad5fa29d5ad00e116213344092911cf813c99f6b642ab7,2cc94a0e218a64a12c98e55f4a497075de2cdc16b52dc7c7e80bb2fecae2e1a8,,
llm_extraction,same_report_continuation_high,104,1,1,0.0,0.0,0.0,0.0,0,7154.546,unformed,continuation_sensitive,0,2c99860f7661814587ad5fa29d5ad00e116213344092911cf813c99f6b642ab7,2cc94a0e218a64a12c98e55f4a497075de2cdc16b52dc7c7e80bb2fecae2e1a8,,
llm_extraction,same_report_continuation_high,105,1,1,0.0,0.0,0.0,0.0,0,7007.187,unformed,continuation_sensitive,0,2c99860f7661814587ad5fa29d5ad00e116213344092911cf813c99f6b642ab7,2cc94a0e218a64a12c98e55f4a497075de2cdc16b52dc7c7e80bb2fecae2e1a8,,
llm_extraction,marker_sensitive_omission,101,1,1,0.0,0.0,0.0,0.0,0,15424.926,unformed,blocked,0,50d10fb58e5debc7f078b84158b9141defd0e9264a8da214dbb531f7feb585fe,0328ed279b573884ca344f219ee203ded53fc066ca318113ccde759d3f84447d,,
llm_extraction,marker_sensitive_omission,102,1,1,0.0,0.0,0.0,0.0,0,6262.18,unformed,blocked,0,50d10fb58e5debc7f078b84158b9141defd0e9264a8da214dbb531f7feb585fe,0328ed279b573884ca344f219ee203ded53fc066ca318113ccde759d3f84447d,,
llm_extraction,marker_sensitive_omission,103,1,1,0.0,0.0,0.0,0.0,0,6181.181,unformed,blocked,0,50d10fb58e5debc7f078b84158b9141defd0e9264a8da214dbb531f7feb585fe,0328ed279b573884ca344f219ee203ded53fc066ca318113ccde759d3f84447d,,
llm_extraction,marker_sensitive_omission,104,1,1,0.0,0.0,0.0,0.0,0,6174.826,unformed,blocked,0,50d10fb58e5debc7f078b84158b9141defd0e9264a8da214dbb531f7feb585fe,0328ed279b573884ca344f219ee203ded53fc066ca318113ccde759d3f84447d,,
llm_extraction,marker_sensitive_omission,105,1,1,0.0,0.0,0.0,0.0,0,7006.343,unformed,blocked,0,50d10fb58e5debc7f078b84158b9141defd0e9264a8da214dbb531f7feb585fe,0328ed279b573884ca344f219ee203ded53fc066ca318113ccde759d3f84447d,,
llm_extraction,marker_sensitive_preserved,101,1,1,0.0,0.0,0.0,0.0,0,17452.922,unformed,well_typed,0,50d10fb58e5debc7f078b84158b9141defd0e9264a8da214dbb531f7feb585fe,ac7831e85b9938fc8feda9b800f4867251483bb4fa25044a19b142861d4aaf79,,
llm_extraction,marker_sensitive_preserved,102,1,1,0.0,0.0,0.0,0.0,0,7130.295,unformed,well_typed,0,50d10fb58e5debc7f078b84158b9141defd0e9264a8da214dbb531f7feb585fe,ac7831e85b9938fc8feda9b800f4867251483bb4fa25044a19b142861d4aaf79,,
llm_extraction,marker_sensitive_preserved,103,1,1,0.0,0.0,0.0,0.0,0,6444.221,unformed,well_typed,0,50d10fb58e5debc7f078b84158b9141defd0e9264a8da214dbb531f7feb585fe,ac7831e85b9938fc8feda9b800f4867251483bb4fa25044a19b142861d4aaf79,,
llm_extraction,marker_sensitive_preserved,104,1,1,0.0,0.0,0.0,0.0,0,6863.853,unformed,well_typed,0,50d10fb58e5debc7f078b84158b9141defd0e9264a8da214dbb531f7feb585fe,ac7831e85b9938fc8feda9b800f4867251483bb4fa25044a19b142861d4aaf79,,
llm_extraction,marker_sensitive_preserved,105,1,1,0.0,0.0,0.0,0.0,0,6927.674,unformed,well_typed,0,50d10fb58e5debc7f078b84158b9141defd0e9264a8da214dbb531f7feb585fe,ac7831e85b9938fc8feda9b800f4867251483bb4fa25044a19b142861d4aaf79,,
llm_extraction,direct_selector_degeneracy,101,1,1,0.0,0.0,0.0,0.0,0,15926.831,unformed,well_typed,0,2d3b5a2cdf688010d6e6424d6314488d7745d54193cfdb30bc4d3aba1188747f,b5b31c4c89de2fb3a3d1353e13416051fc05a77c0596d21c6f92a54a4c902102,,
llm_extraction,direct_selector_degeneracy,102,1,1,0.0,0.0,0.0,0.0,0,6670.599,unformed,well_typed,0,2d3b5a2cdf688010d6e6424d6314488d7745d54193cfdb30bc4d3aba1188747f,b5b31c4c89de2fb3a3d1353e13416051fc05a77c0596d21c6f92a54a4c902102,,
llm_extraction,direct_selector_degeneracy,103,1,1,0.0,0.0,0.0,0.0,0,7076.838,unformed,well_typed,0,2d3b5a2cdf688010d6e6424d6314488d7745d54193cfdb30bc4d3aba1188747f,b5b31c4c89de2fb3a3d1353e13416051fc05a77c0596d21c6f92a54a4c902102,,
llm_extraction,direct_selector_degeneracy,104,1,1,0.0,0.0,0.0,0.0,0,6852.199,unformed,well_typed,0,2d3b5a2cdf688010d6e6424d6314488d7745d54193cfdb30bc4d3aba1188747f,b5b31c4c89de2fb3a3d1353e13416051fc05a77c0596d21c6f92a54a4c902102,,
llm_extraction,direct_selector_degeneracy,105,1,1,0.0,0.0,0.0,0.0,0,7451.948,unformed,well_typed,0,2d3b5a2cdf688010d6e6424d6314488d7745d54193cfdb30bc4d3aba1188747f,b5b31c4c89de2fb3a3d1353e13416051fc05a77c0596d21c6f92a54a4c902102,,
llm_extraction,structured_history_control,101,1,1,0.0,0.0,0.0,0.0,0,17524.203,unformed,reproducibly_available,0,2d3b5a2cdf688010d6e6424d6314488d7745d54193cfdb30bc4d3aba1188747f,aede2c37425d84c68207e3af080a5e93d61f3fd8e8ebca4e1a81f3ec3ff37848,,
llm_extraction,structured_history_control,102,1,1,0.0,0.0,0.0,0.0,0,7082.24,unformed,reproducibly_available,0,2d3b5a2cdf688010d6e6424d6314488d7745d54193cfdb30bc4d3aba1188747f,aede2c37425d84c68207e3af080a5e93d61f3fd8e8ebca4e1a81f3ec3ff37848,,
llm_extraction,structured_history_control,103,1,1,0.0,0.0,0.0,0.0,0,7154.233,unformed,reproducibly_available,0,2d3b5a2cdf688010d6e6424d6314488d7745d54193cfdb30bc4d3aba1188747f,aede2c37425d84c68207e3af080a5e93d61f3fd8e8ebca4e1a81f3ec3ff37848,,
llm_extraction,structured_history_control,104,1,1,0.0,0.0,0.0,0.0,0,6991.233,unformed,reproducibly_available,0,2d3b5a2cdf688010d6e6424d6314488d7745d54193cfdb30bc4d3aba1188747f,aede2c37425d84c68207e3af080a5e93d61f3fd8e8ebca4e1a81f3ec3ff37848,,
llm_extraction,structured_history_control,105,1,1,0.0,0.0,0.0,0.0,0,7091.13,unformed,reproducibly_available,0,2d3b5a2cdf688010d6e6424d6314488d7745d54193cfdb30bc4d3aba1188747f,aede2c37425d84c68207e3af080a5e93d61f3fd8e8ebca4e1a81f3ec3ff37848,,
llm_extraction,dependency_closure_cascade,101,1,1,0.818182,1.0,0.9,0.818182,1,17174.441,unformed,unformed,0,69f1aab9145fdf40674eace79f5b6bf18a6033820185ccca3b11b1e9048e280a,e27d8ff98aa5d4359e3aa93c73ac2d315b9cec511e1f8f9efa192c84cf63a414,,
llm_extraction,dependency_closure_cascade,102,1,1,0.818182,1.0,0.9,0.818182,1,7147.227,unformed,unformed,0,69f1aab9145fdf40674eace79f5b6bf18a6033820185ccca3b11b1e9048e280a,e27d8ff98aa5d4359e3aa93c73ac2d315b9cec511e1f8f9efa192c84cf63a414,,
llm_extraction,dependency_closure_cascade,103,1,1,0.818182,1.0,0.9,0.818182,1,7124.617,unformed,unformed,0,69f1aab9145fdf40674eace79f5b6bf18a6033820185ccca3b11b1e9048e280a,e27d8ff98aa5d4359e3aa93c73ac2d315b9cec511e1f8f9efa192c84cf63a414,,
llm_extraction,dependency_closure_cascade,104,1,1,0.818182,1.0,0.9,0.818182,1,7193.238,unformed,unformed,0,69f1aab9145fdf40674eace79f5b6bf18a6033820185ccca3b11b1e9048e280a,e27d8ff98aa5d4359e3aa93c73ac2d315b9cec511e1f8f9efa192c84cf63a414,,
llm_extraction,dependency_closure_cascade,105,1,1,0.818182,1.0,0.9,0.818182,1,7317.605,unformed,unformed,0,69f1aab9145fdf40674eace79f5b6bf18a6033820185ccca3b11b1e9048e280a,e27d8ff98aa5d4359e3aa93c73ac2d315b9cec511e1f8f9efa192c84cf63a414,,
llm_extraction,finite_run_family_may_must,101,1,1,0.090909,1.0,0.166667,0.090909,0,16794.341,unformed,partial,0,836b280b5408d1de6e80cd47842609b9aaa294ed006a40deefff4f4e4ea5e933,170ca9f74f431a3608725b5272b31f4a84932d2f0488dcfcc74708a179158ccd,,
llm_extraction,finite_run_family_may_must,102,1,1,0.090909,1.0,0.166667,0.090909,0,6961.268,unformed,partial,0,836b280b5408d1de6e80cd47842609b9aaa294ed006a40deefff4f4e4ea5e933,170ca9f74f431a3608725b5272b31f4a84932d2f0488dcfcc74708a179158ccd,,
llm_extraction,finite_run_family_may_must,103,1,1,0.090909,1.0,0.166667,0.090909,0,7124.105,unformed,partial,0,836b280b5408d1de6e80cd47842609b9aaa294ed006a40deefff4f4e4ea5e933,170ca9f74f431a3608725b5272b31f4a84932d2f0488dcfcc74708a179158ccd,,
llm_extraction,finite_run_family_may_must,104,1,1,0.090909,1.0,0.166667,0.090909,0,6880.545,unformed,partial,0,836b280b5408d1de6e80cd47842609b9aaa294ed006a40deefff4f4e4ea5e933,170ca9f74f431a3608725b5272b31f4a84932d2f0488dcfcc74708a179158ccd,,
llm_extraction,finite_run_family_may_must,105,1,1,0.090909,1.0,0.166667,0.090909,0,6807.365,unformed,partial,0,836b280b5408d1de6e80cd47842609b9aaa294ed006a40deefff4f4e4ea5e933,170ca9f74f431a3608725b5272b31f4a84932d2f0488dcfcc74708a179158ccd,,
